Source IP Address,Destination IP Address,Source Port,Destination Port,Protocol Type,Packet Length,Time of Day,User Authentication Status,Number of Packets in the Session,Attack Type,Bytes Transferred,DNS Query Count,HTTP Request Count,SSL Handshake Count,Network Traffic Anomaly Score,Geographic Location,Session Duration,Average Packet Rate,Average Bit Rate,Average Response Time,Operating System,Device Type,Time Since Last Access,VPN Connection Status,Malware Signature Match
87.15.74.59,31.211.172.177,35754,16180,UDP,387,6:48:55,Unauthenticated,192,Insider Threat,51668,4,31,3,0.6505429889034335,India,1396,81,9025,17,MacOS,PC,50786,Connected,0
137.253.109.210,199.157.133.42,29884,52153,UDP,1084,0:27:47,Unauthenticated,124,Phishing,549787,8,33,3,0.8644198267067933,China,451,27,6036,74,MacOS,PC,14659,Disconnected,0
248.175.77.151,195.101.210.152,13317,11330,TCP,698,2:08:01,Authenticated,23,DDoS,637391,3,17,2,0.8419828398496685,Germany,2358,17,9059,53,MacOS,IoT,43243,Disconnected,1
224.242.190.105,245.153.31.249,60929,48833,TCP,738,17:48:47,Authenticated,132,Insider Threat,53134,0,45,0,0.7039496257402408,China,2645,40,3172,26,Other,Router,53836,Disconnected,0
206.15.247.63,51.137.173.55,61374,6242,TCP,1210,11:30:26,Unauthenticated,143,Insider Threat,360580,8,1,4,0.8360832357598549,Brazil,422,86,8038,36,Windows,Router,13245,Disconnected,1
169.167.70.98,35.219.249.57,9760,32196,TCP,1196,21:01:18,Authenticated,116,Malware,856382,8,3,0,0.21010564245778074,Germany,2921,47,1169,45,MacOS,Router,12020,Disconnected,1
135.54.174.91,250.198.227.81,39641,56289,TCP,297,1:22:49,Unauthenticated,193,Malware,133553,3,43,2,0.16928932280017472,Brazil,3404,86,5846,63,Linux,Server,67777,Connected,0
63.54.194.219,47.52.134.163,57931,63688,TCP,483,10:48:05,Authenticated,117,None,446803,6,30,3,0.41824006446890893,India,2963,69,402,94,MacOS,Router,38081,Disconnected,0
218.113.14.144,51.121.166.225,10786,58353,TCP,1471,23:45:32,Authenticated,99,Malware,175165,3,5,2,0.555520093897506,China,2836,79,5033,45,MacOS,Router,54807,Connected,1
7.7.103.0,33.154.22.129,65201,61122,TCP,1326,12:48:47,Authenticated,191,DDoS,335656,6,47,0,0.07011937175095351,China,2042,95,8750,55,Windows,Mobile,70606,Connected,0
131.175.226.152,116.82.154.60,40386,63434,UDP,956,13:50:59,Unauthenticated,71,Malware,890803,7,13,3,0.9581825513343986,Germany,183,15,5325,48,MacOS,Router,77999,Disconnected,0
134.70.247.14,34.133.29.210,12915,28811,UDP,1071,6:14:44,Authenticated,38,None,112672,1,37,2,0.2755277849807911,Brazil,2187,81,7610,67,Windows,Router,17098,Connected,0
4.177.233.131,249.200.161.187,36549,48926,TCP,670,20:00:10,Unauthenticated,61,DDoS,828986,2,26,2,0.5807137934405062,India,1005,62,4303,3,Other,Server,25845,Connected,1
153.109.8.197,175.191.50.88,28769,53987,TCP,806,9:52:41,Authenticated,2,Malware,142230,6,47,4,0.45897332224226783,Germany,2326,81,1802,78,Windows,Router,82437,Connected,1
126.84.223.176,95.57.92.0,41113,18050,UDP,436,10:36:24,Unauthenticated,40,Malware,783489,5,13,1,0.028089222238420808,India,149,23,8552,67,Windows,Router,74443,Disconnected,1
33.60.5.28,104.98.44.16,28522,62576,UDP,739,20:28:53,Authenticated,156,Malware,154097,4,5,2,0.7698197299846696,USA,2998,80,3064,94,Windows,Server,58172,Disconnected,1
40.155.91.178,147.175.191.9,54348,59538,UDP,1210,14:30:51,Authenticated,170,DDoS,595733,8,28,2,0.32917606925138654,China,2371,19,6507,13,Linux,PC,22795,Connected,1
69.81.199.230,92.139.249.98,63272,56638,UDP,1046,17:18:45,Authenticated,60,Phishing,807377,8,35,1,0.6384377787442029,Brazil,2556,94,8298,4,MacOS,Mobile,15696,Connected,0
103.61.49.165,105.252.94.100,5973,1893,UDP,381,0:30:39,Unauthenticated,58,Malware,631430,9,48,3,0.7458705937635048,Germany,1848,11,9002,65,Other,IoT,73345,Disconnected,0
34.43.212.254,214.251.41.250,4814,17938,UDP,1279,10:48:13,Authenticated,131,DDoS,260906,2,1,2,0.8607889762709219,India,1122,20,488,33,Other,IoT,84093,Disconnected,0
60.199.48.163,62.81.243.160,30152,46740,UDP,478,9:16:32,Authenticated,70,Insider Threat,988367,1,27,3,0.7358049564293913,Germany,1647,44,925,45,MacOS,PC,59171,Connected,1
203.134.51.245,217.207.144.79,51232,13081,UDP,1456,1:16:01,Authenticated,155,Malware,232825,8,43,4,0.03245381446870843,China,1514,33,5807,23,Linux,IoT,39352,Disconnected,0
141.23.12.225,237.164.246.171,49664,57722,TCP,836,15:56:01,Unauthenticated,99,Phishing,261009,7,15,2,0.07015022820146943,India,2139,87,2366,38,Windows,PC,73967,Connected,0
169.2.216.87,228.234.143.82,38790,14212,UDP,409,18:08:41,Authenticated,171,None,634785,1,17,4,0.5308696662240534,China,3055,25,3793,63,Linux,IoT,70928,Connected,0
162.17.14.33,184.142.66.162,30673,41456,TCP,1063,19:58:38,Unauthenticated,153,Insider Threat,282894,6,32,3,0.6980244658225864,USA,1641,58,6502,58,MacOS,Server,33312,Connected,1
144.243.20.68,219.242.251.200,7297,24242,TCP,375,9:27:24,Authenticated,164,DDoS,651330,6,46,1,0.7654916722088507,USA,408,59,3521,74,Linux,Mobile,77353,Connected,1
142.249.92.158,35.12.119.99,63101,24224,UDP,859,11:20:36,Authenticated,172,None,727482,8,28,2,0.897807984466523,USA,2112,12,5250,58,Other,IoT,32219,Disconnected,1
134.67.35.40,99.138.83.15,19955,45755,TCP,548,16:49:31,Authenticated,67,None,483770,3,19,4,0.9642833639640201,India,666,28,4173,68,MacOS,IoT,74547,Disconnected,1
59.177.17.158,92.2.134.234,14924,39994,TCP,111,11:06:08,Unauthenticated,49,Malware,333212,0,22,2,0.758810554786288,Brazil,2605,15,8202,91,Linux,PC,24149,Disconnected,1
145.23.74.106,84.83.62.52,10723,10222,UDP,1448,18:48:08,Unauthenticated,28,Insider Threat,777974,3,26,0,0.3628872901377894,China,797,9,6185,83,MacOS,Mobile,84643,Connected,0
90.139.168.197,115.146.116.150,50737,43662,TCP,55,3:03:40,Unauthenticated,65,Insider Threat,206948,4,11,0,0.09971894078295651,India,1596,50,2458,75,Linux,Mobile,5749,Disconnected,1
24.162.210.71,134.55.27.142,59606,48559,TCP,1203,21:46:52,Authenticated,115,None,668578,1,34,1,0.6715677093033215,USA,1238,40,4336,61,Other,IoT,67386,Connected,1
51.21.78.91,45.198.13.35,44557,27568,UDP,617,18:17:23,Unauthenticated,97,Phishing,113691,7,3,0,0.21622212363885251,India,1310,85,9673,63,Linux,IoT,31159,Disconnected,0
237.178.230.243,190.81.53.198,49569,39589,TCP,1270,20:19:58,Authenticated,64,Insider Threat,374619,4,31,4,0.7519405124102692,India,1852,58,4562,41,Other,PC,42951,Disconnected,0
138.248.45.14,22.87.36.105,43167,14592,TCP,1423,21:28:37,Unauthenticated,20,Insider Threat,166140,0,1,4,0.5190078707534095,Germany,3438,53,8825,53,Linux,Mobile,26647,Connected,0
67.138.50.205,148.192.233.7,56541,4993,UDP,1103,18:31:20,Unauthenticated,96,Phishing,64219,3,19,1,0.756712184987063,India,3344,47,7129,26,Windows,IoT,64234,Connected,1
14.85.98.244,191.34.8.182,45359,61894,TCP,778,2:05:52,Authenticated,114,DDoS,604527,1,4,0,0.721668324077245,China,837,51,7037,32,Windows,IoT,65039,Disconnected,1
120.47.6.229,62.68.62.148,5172,47319,UDP,1123,5:51:46,Authenticated,109,None,953954,0,12,0,0.3065328705798902,China,1000,6,2717,81,Windows,IoT,69824,Disconnected,0
5.43.101.136,159.204.19.16,6429,61397,TCP,1046,11:09:16,Unauthenticated,14,DDoS,936614,3,20,3,0.2597082647303329,China,3335,25,9656,32,Windows,Server,21641,Connected,0
27.138.250.43,235.187.220.85,4546,11285,TCP,42,3:55:38,Unauthenticated,76,Phishing,416366,9,31,2,0.1562686952957122,Brazil,3342,4,5221,31,Windows,Server,28469,Connected,0
70.181.89.183,207.168.98.227,49984,55821,TCP,180,17:48:21,Unauthenticated,125,Phishing,529050,9,42,3,0.5062768904368995,USA,3273,73,8906,55,Windows,Router,31215,Disconnected,1
67.77.221.137,205.31.131.24,9778,3982,UDP,1009,4:04:15,Authenticated,24,Insider Threat,352196,0,14,0,0.14338956538923975,India,1589,8,1301,77,Other,PC,49857,Disconnected,1
243.22.186.210,54.184.179.94,41460,54531,TCP,1482,5:25:58,Unauthenticated,18,Malware,24547,5,33,1,0.4987843516521212,Brazil,970,5,1007,81,MacOS,Router,68735,Connected,1
71.3.122.96,51.241.100.133,65389,8418,UDP,177,23:27:57,Unauthenticated,42,Insider Threat,224423,9,31,3,0.9641227546593439,India,2204,12,6044,2,Windows,Router,64284,Connected,0
101.208.236.20,68.53.126.174,14940,55356,TCP,1306,0:40:12,Authenticated,158,DDoS,513364,0,9,2,0.9846451715242328,India,2164,11,9560,1,MacOS,IoT,69912,Connected,1
22.85.220.9,104.6.220.204,23567,8968,TCP,1141,22:56:42,Unauthenticated,145,None,202948,3,13,4,0.5884381750941537,Germany,653,98,6366,52,Other,IoT,72114,Connected,0
180.83.58.28,214.12.40.134,22167,44833,TCP,79,20:49:41,Unauthenticated,34,None,592908,3,42,3,0.16493856365498505,Germany,1860,25,4972,25,Windows,Server,4933,Connected,1
44.169.196.140,248.226.105.244,12956,4431,UDP,729,11:13:45,Unauthenticated,108,Phishing,591605,4,10,1,0.31248776083831065,Germany,731,62,5866,26,MacOS,IoT,33815,Disconnected,1
29.64.136.61,239.187.59.236,11757,40806,TCP,1356,11:18:03,Authenticated,51,None,585599,5,17,1,0.5087524242340493,USA,2293,73,3132,52,Other,Mobile,75718,Disconnected,0
119.68.250.232,247.25.149.74,4106,15080,TCP,516,19:38:08,Unauthenticated,137,DDoS,222332,5,16,0,0.9466092539240457,Germany,1844,64,2493,87,Other,Mobile,74386,Connected,0
109.53.1.253,88.216.52.241,11290,38536,UDP,197,23:22:50,Unauthenticated,169,Insider Threat,170064,6,10,4,0.9303372031265216,USA,2154,95,8612,61,MacOS,Mobile,31478,Disconnected,1
212.44.2.85,77.55.94.8,6259,22095,UDP,704,21:34:11,Authenticated,188,Phishing,450187,2,31,3,0.07000199460617151,Brazil,1392,7,6998,55,Other,PC,16491,Disconnected,0
251.28.138.149,163.31.250.21,10442,17249,TCP,1461,15:37:31,Authenticated,109,DDoS,946585,4,29,3,0.9232791082032885,USA,429,60,3967,5,Linux,Router,68427,Disconnected,0
227.160.249.15,43.129.69.158,18789,52145,UDP,79,2:21:30,Unauthenticated,120,None,604001,5,1,3,0.45978753606876943,Brazil,1687,35,5385,60,Linux,Mobile,72265,Disconnected,1
17.32.216.5,134.154.153.82,31625,38045,UDP,1249,6:42:40,Unauthenticated,90,Insider Threat,866605,9,48,1,0.09389492949311762,Brazil,2884,64,5531,15,Other,Mobile,62168,Disconnected,0
32.150.157.186,97.238.209.204,55762,28298,UDP,1206,16:59:14,Authenticated,157,Phishing,659766,4,8,3,0.5780093911200936,India,3102,23,3242,67,Other,PC,49194,Disconnected,1
25.128.7.69,209.185.200.152,27925,17865,TCP,936,21:18:29,Unauthenticated,176,Malware,87230,3,45,2,0.43215254698882555,Brazil,2143,4,9255,45,Windows,Router,81146,Connected,1
154.9.135.177,170.201.2.109,36968,30459,TCP,1057,23:40:45,Unauthenticated,198,None,658202,6,42,1,0.3491068496919465,India,3538,1,7755,41,Linux,Server,29751,Connected,1
76.136.169.216,53.13.241.197,43986,53598,TCP,681,9:36:41,Authenticated,179,DDoS,260336,3,15,3,0.01947798273870127,USA,2056,90,6323,1,Windows,PC,45888,Disconnected,1
250.211.27.194,150.173.234.198,20428,40780,TCP,704,0:45:22,Unauthenticated,21,Insider Threat,296924,0,12,0,0.13811507709573434,India,2648,45,9543,12,Windows,Server,42482,Connected,1
52.61.32.50,208.231.8.103,65482,42356,TCP,1121,19:21:08,Authenticated,122,Insider Threat,810020,3,30,0,0.40573954307955673,India,385,70,5548,19,Linux,Mobile,53066,Connected,0
89.103.182.185,233.223.91.194,48878,31523,TCP,509,16:27:27,Unauthenticated,29,Insider Threat,565057,2,18,2,0.14986346031947684,China,2860,20,414,60,Linux,Router,14019,Connected,1
116.196.110.52,163.122.68.249,18932,23403,TCP,863,7:07:04,Authenticated,159,DDoS,201190,9,2,1,0.07458971433440653,USA,833,4,6896,80,Other,PC,19698,Connected,0
150.157.39.151,208.215.135.233,60764,35145,TCP,1007,15:54:51,Unauthenticated,31,None,195414,5,40,4,0.9484470512664258,USA,449,94,5669,67,MacOS,Server,62852,Disconnected,0
2.59.198.71,178.238.246.19,39247,62179,TCP,1014,3:36:37,Unauthenticated,156,Insider Threat,969906,0,34,4,0.8669752651839534,Germany,197,38,8823,75,Other,IoT,9906,Disconnected,1
201.205.179.65,50.162.196.221,61022,41723,UDP,410,15:20:46,Authenticated,123,None,17903,2,20,0,0.7014428945510751,China,1486,41,7875,95,Windows,Server,8631,Connected,1
43.237.252.42,111.85.34.47,30263,56658,UDP,328,0:43:27,Unauthenticated,42,Insider Threat,825154,5,34,0,0.7066334301063524,USA,1684,74,8429,59,Linux,Mobile,71727,Disconnected,1
110.94.192.181,222.178.147.23,44847,15756,TCP,802,22:07:22,Authenticated,64,Insider Threat,682779,0,42,0,0.5566160955889758,Brazil,1170,83,8309,12,Other,Mobile,78496,Disconnected,1
68.148.251.222,25.155.170.140,17040,8468,TCP,1138,18:38:28,Authenticated,82,DDoS,476242,8,0,4,0.7041849503899248,China,2882,60,5206,75,Windows,Router,19628,Connected,1
82.254.189.103,54.96.155.242,11048,10857,UDP,692,20:57:00,Unauthenticated,85,DDoS,230351,3,45,3,0.16232946575709717,India,1365,60,1264,89,MacOS,Mobile,47558,Disconnected,1
176.45.23.179,253.215.225.62,6124,3617,TCP,384,14:29:28,Authenticated,12,Phishing,127220,9,0,3,0.39835567362767177,China,397,67,3251,3,Windows,PC,19055,Connected,0
4.100.89.21,229.242.200.88,64696,40784,TCP,115,20:06:02,Unauthenticated,99,Malware,683755,9,47,0,0.30799769684734934,Germany,2267,96,9102,39,MacOS,Server,14923,Disconnected,0
255.64.192.41,39.12.140.253,5617,40646,TCP,1323,23:50:57,Unauthenticated,30,Insider Threat,934278,1,31,2,0.22032995897129626,Brazil,2485,28,2418,9,Windows,PC,39541,Disconnected,0
214.73.173.146,66.94.142.94,54925,32520,TCP,958,10:14:50,Unauthenticated,84,DDoS,37353,4,16,2,0.05681799285625955,Brazil,952,72,7671,47,Linux,IoT,27957,Disconnected,0
131.32.75.243,236.170.16.13,64294,25938,TCP,824,16:26:14,Unauthenticated,175,None,496276,2,24,3,0.22277006679490552,India,2951,12,2174,37,Linux,Mobile,76522,Disconnected,1
120.246.67.70,71.108.194.186,23335,38608,UDP,1481,12:00:13,Unauthenticated,50,DDoS,472112,0,44,3,0.5819469086027587,Germany,2261,11,2491,48,Other,PC,40608,Disconnected,0
5.222.79.80,138.157.50.119,43634,41350,TCP,747,15:54:10,Unauthenticated,65,Phishing,838947,7,29,4,0.8398832238294025,India,1382,93,849,30,MacOS,Mobile,85450,Disconnected,1
226.171.181.133,18.106.206.49,44928,17810,TCP,897,0:14:29,Unauthenticated,7,Malware,469957,8,14,4,0.8551410410475554,India,2319,34,674,58,MacOS,PC,28910,Connected,1
215.71.95.210,160.167.168.36,43101,64284,TCP,442,9:14:08,Unauthenticated,160,Phishing,942160,4,27,4,0.6883576272564126,China,2577,53,6822,8,Other,Server,39842,Connected,0
27.134.88.182,69.118.16.154,13933,6995,UDP,857,17:53:49,Authenticated,43,None,830616,8,41,0,0.47266616420338503,Germany,2361,36,727,91,Windows,Server,5240,Connected,1
29.189.253.225,109.79.24.215,63856,65050,UDP,1106,22:06:21,Authenticated,58,None,124745,0,48,4,0.5100290006567539,USA,1374,93,6561,28,Windows,PC,38988,Connected,0
64.121.171.19,181.160.108.187,15410,63098,UDP,566,3:57:26,Unauthenticated,98,None,346038,3,24,0,0.13614503388138066,USA,1689,33,5499,48,Other,IoT,83751,Connected,0
86.116.107.176,110.127.65.64,54530,20034,UDP,1179,14:42:02,Unauthenticated,164,Insider Threat,602476,1,0,2,0.24192529033062293,Brazil,1102,66,3915,88,Other,Router,16351,Connected,0
207.67.126.34,234.195.147.204,2920,12346,TCP,758,2:01:58,Unauthenticated,140,None,204596,7,43,0,0.253393990348905,China,2940,80,4663,42,MacOS,PC,26745,Disconnected,0
232.13.53.244,52.218.102.104,57247,55325,TCP,85,11:22:49,Authenticated,167,Malware,323527,7,33,1,0.5838323218718073,India,46,83,7547,71,Other,Mobile,989,Connected,0
29.143.144.227,16.2.29.158,56992,37603,UDP,129,13:32:38,Unauthenticated,145,None,803642,0,18,4,0.7480071764710351,Brazil,1045,63,2875,32,Linux,Mobile,86149,Disconnected,1
2.27.23.45,236.7.227.163,62587,41065,TCP,693,14:42:27,Authenticated,104,DDoS,512843,0,42,2,0.8029780213559414,China,1250,9,5639,25,MacOS,PC,75646,Disconnected,0
106.52.1.104,69.208.9.32,31998,33645,UDP,1289,18:11:21,Unauthenticated,8,None,802571,7,22,3,0.5047374224329786,India,3419,87,8889,4,Other,IoT,3609,Disconnected,1
93.224.219.36,134.141.249.32,49684,15518,TCP,742,7:49:06,Unauthenticated,31,None,731635,4,8,2,0.7191868345744732,Germany,2404,11,3656,70,Linux,IoT,6691,Disconnected,1
74.231.219.91,227.40.149.10,21059,16731,TCP,530,5:50:08,Unauthenticated,24,Insider Threat,576248,7,2,2,0.18510619021044894,Brazil,765,37,601,35,Windows,Server,82973,Connected,1
204.172.240.138,19.43.141.111,44024,49686,UDP,445,2:32:32,Unauthenticated,70,None,171632,3,44,1,0.7935076877486743,China,1257,18,8204,99,Other,PC,8078,Connected,1
83.8.38.23,35.194.242.154,38717,52729,TCP,1158,1:52:33,Unauthenticated,15,None,304624,1,36,4,0.4144502600968891,Germany,1322,76,1573,17,Other,Mobile,62922,Disconnected,1
151.238.125.91,251.6.193.40,51550,54267,TCP,735,1:38:04,Unauthenticated,123,Malware,861203,4,48,1,0.24428633304839986,Brazil,395,38,8067,25,Linux,PC,43579,Disconnected,1
249.235.38.220,54.157.73.93,39986,12343,UDP,281,0:19:34,Authenticated,19,DDoS,410610,7,24,0,0.8733922877140142,Germany,264,4,3893,54,Other,Server,64304,Disconnected,1
126.61.176.147,44.136.179.91,53175,58824,UDP,1084,0:04:09,Unauthenticated,130,DDoS,721061,3,34,3,0.3936607247952759,Brazil,498,91,6944,43,Other,Mobile,5686,Connected,1
71.214.75.78,50.196.46.144,60872,47064,UDP,1123,0:44:44,Unauthenticated,185,Phishing,849212,9,30,1,0.005608103901642902,China,2760,75,6997,36,MacOS,Mobile,6295,Disconnected,0
20.22.11.18,48.129.158.17,18162,50895,UDP,487,15:52:13,Unauthenticated,136,Malware,512472,0,3,4,0.7001262145380166,India,2558,58,8120,1,Other,IoT,41673,Connected,1
133.0.235.106,90.65.54.86,60555,2589,UDP,703,15:10:27,Unauthenticated,60,Phishing,910219,6,42,1,0.12572839250949486,India,2573,75,1084,36,MacOS,PC,22547,Disconnected,1
146.90.102.223,242.238.252.49,37559,52736,UDP,787,14:06:54,Authenticated,55,None,649182,9,16,1,0.7295553813371207,India,3211,93,9804,29,Linux,Server,68298,Connected,1
48.8.173.202,162.211.242.139,24217,3637,UDP,109,6:24:19,Unauthenticated,89,Insider Threat,694585,7,30,2,0.58375528868255,Brazil,1185,20,8631,20,MacOS,Router,57419,Connected,1
15.83.123.104,205.172.65.20,7211,34705,UDP,62,1:33:57,Unauthenticated,131,DDoS,595389,6,8,4,0.22591464730969701,Brazil,2364,87,1531,22,Linux,Mobile,41516,Connected,0
197.62.37.50,203.210.68.221,35105,5432,UDP,655,16:08:09,Unauthenticated,116,DDoS,773084,4,49,2,0.36282588562927054,Brazil,916,72,4305,69,Linux,PC,23794,Disconnected,0
197.229.222.157,18.229.10.148,63957,42782,UDP,828,1:22:41,Unauthenticated,169,Insider Threat,122384,3,27,0,0.2217987743480424,USA,3023,93,3696,63,Other,IoT,34435,Connected,0
37.4.50.163,219.12.82.222,33687,25622,UDP,982,5:04:09,Authenticated,139,None,103314,0,15,1,0.13192692813867923,USA,2381,83,9724,90,MacOS,Mobile,35300,Connected,1
74.160.13.174,157.141.10.132,24804,49447,TCP,138,19:25:29,Unauthenticated,140,Malware,553629,7,11,4,0.1374284271178614,India,383,24,9176,49,Linux,Server,14612,Connected,1
210.24.159.0,224.29.114.38,25172,38391,TCP,220,22:11:56,Authenticated,108,Insider Threat,160450,2,27,1,0.4856609910791043,China,1452,65,2408,1,Windows,Server,48690,Disconnected,0
13.224.106.139,49.3.71.134,17790,10000,UDP,450,10:59:03,Authenticated,93,Phishing,36901,6,18,4,0.11076941185039524,China,1527,93,280,10,Other,IoT,63775,Connected,0
59.37.63.238,216.119.205.67,33073,16897,TCP,294,22:16:06,Authenticated,146,None,369326,0,10,1,0.1466450560474878,China,733,90,3916,58,Linux,Server,29767,Disconnected,1
157.152.58.206,85.86.28.212,61455,44132,TCP,40,7:53:40,Authenticated,196,Insider Threat,923068,2,46,3,0.578607433091189,Germany,818,39,1458,64,MacOS,PC,16765,Connected,0
229.220.239.175,38.95.176.44,61509,33873,TCP,1181,23:23:18,Authenticated,162,Insider Threat,438205,7,46,1,0.17869820263608271,USA,1474,17,9470,99,MacOS,PC,47570,Connected,0
246.108.240.183,91.178.73.246,59330,10108,TCP,395,6:56:18,Unauthenticated,196,Phishing,888110,4,42,4,0.5701991215153572,Brazil,2226,74,4219,82,Linux,Server,39341,Connected,0
9.223.198.46,16.88.148.254,20174,34224,UDP,408,16:45:58,Authenticated,145,None,661445,1,29,0,0.8145620008012413,India,2373,64,8783,6,Windows,PC,12448,Connected,1
210.96.23.25,3.1.167.154,32021,20990,UDP,256,6:14:12,Unauthenticated,136,Insider Threat,550517,0,11,0,0.7182135036447089,Brazil,794,76,8628,61,Linux,Mobile,19811,Disconnected,0
233.122.206.230,213.229.205.55,28863,58144,TCP,1491,19:37:05,Authenticated,135,Malware,850107,7,19,4,0.6295851115541424,USA,2045,24,1540,93,Windows,IoT,35825,Disconnected,1
203.160.95.71,145.124.99.217,5543,32178,UDP,300,20:43:40,Unauthenticated,9,Phishing,652197,0,3,2,0.45124105285710714,India,3304,30,3423,72,Windows,PC,37892,Disconnected,1
97.192.235.109,138.37.235.6,3180,13897,UDP,302,5:33:42,Unauthenticated,120,Insider Threat,747284,0,6,0,0.16888114755369366,China,1929,35,4621,42,MacOS,Router,58873,Connected,1
197.56.133.98,83.87.188.15,15821,62436,UDP,855,9:21:30,Authenticated,107,Phishing,216873,3,29,3,0.7861771348870488,India,3316,95,4625,48,Windows,Mobile,25544,Disconnected,0
186.87.69.239,1.22.22.53,56940,42946,TCP,352,11:31:34,Unauthenticated,93,Insider Threat,289924,5,19,3,0.40160287905555303,Brazil,1048,87,6397,4,MacOS,IoT,69941,Disconnected,1
82.155.51.149,125.233.223.139,14262,44818,UDP,923,11:51:04,Unauthenticated,31,Malware,209116,2,16,4,0.5729156719258053,Brazil,2748,75,7433,70,Linux,PC,83035,Disconnected,1
123.252.28.132,128.87.44.111,57449,42938,UDP,119,5:37:13,Unauthenticated,130,Insider Threat,345735,0,22,1,0.24440928107419013,Germany,512,20,1595,76,Windows,IoT,66332,Connected,0
79.202.37.148,200.134.8.9,12572,8140,TCP,493,6:21:42,Authenticated,65,None,446153,5,7,1,0.890951470564088,Germany,1738,96,1164,71,Other,Server,25207,Disconnected,0
140.193.156.80,8.96.171.196,14593,42512,TCP,1258,20:15:35,Authenticated,162,Phishing,836294,6,41,2,0.3528015153378691,Germany,3177,57,1795,88,MacOS,Router,82281,Disconnected,1
183.166.55.87,147.165.58.62,37883,21912,UDP,1399,1:46:04,Authenticated,84,Malware,410921,9,23,2,0.10249112191136345,India,669,66,2056,14,Windows,Mobile,81708,Disconnected,0
249.104.43.213,46.143.11.161,1285,34185,UDP,1109,10:00:44,Authenticated,172,DDoS,87105,7,31,1,0.4868814645079431,Brazil,1355,85,4986,93,Other,PC,48916,Connected,1
23.253.225.202,42.171.6.213,41405,27706,UDP,50,8:12:35,Authenticated,137,DDoS,6831,8,1,4,0.40296915256529453,Germany,1911,38,9835,29,MacOS,Router,70907,Connected,1
231.183.26.2,196.135.114.99,28728,55416,TCP,126,6:58:44,Unauthenticated,4,Insider Threat,776948,3,19,4,0.06812598106316126,USA,603,32,4446,52,MacOS,IoT,48696,Disconnected,0
233.163.201.104,82.231.147.110,62312,25138,TCP,1174,1:59:46,Unauthenticated,196,DDoS,25942,4,45,4,0.9412287063265332,Brazil,616,54,991,28,Linux,IoT,71190,Connected,0
234.77.51.44,207.129.10.253,32193,31262,UDP,294,17:58:39,Unauthenticated,199,None,93020,2,21,0,0.9452146614904879,Brazil,2596,69,4722,76,Other,PC,25129,Connected,1
172.12.55.15,251.170.160.211,15481,56640,UDP,1096,11:55:48,Unauthenticated,156,None,812233,8,27,4,0.5795201015067455,China,3554,3,8988,60,MacOS,Mobile,12483,Disconnected,0
212.104.121.218,183.39.143.44,26740,62441,UDP,1009,9:58:24,Authenticated,58,DDoS,767138,4,16,3,0.7847959295195478,USA,1170,99,863,34,Linux,IoT,62310,Connected,0
38.16.126.139,233.227.16.220,4002,20657,UDP,815,13:44:31,Unauthenticated,123,Insider Threat,106249,2,7,3,0.34855512330050353,Brazil,3172,40,3453,96,Other,PC,49464,Connected,0
143.34.28.235,60.185.213.84,25654,8904,TCP,343,18:27:18,Authenticated,125,None,61784,0,40,4,0.8412841718556622,USA,1490,4,7652,38,Other,Mobile,25237,Connected,1
231.242.71.170,218.133.88.218,26074,11223,TCP,1360,21:05:55,Unauthenticated,189,Insider Threat,6928,9,21,2,0.9846218279352603,Germany,2055,87,5032,77,Other,Router,24931,Disconnected,0
140.156.253.85,53.233.177.51,3435,8277,UDP,593,7:33:46,Unauthenticated,158,None,505932,5,23,2,0.19618211435982347,Brazil,1166,56,3650,21,Linux,Server,70103,Connected,1
31.13.20.121,236.234.251.245,24157,40874,UDP,1024,7:15:34,Authenticated,112,None,232740,0,9,0,0.2561853021017009,China,1648,43,6173,60,Other,PC,2998,Connected,0
63.3.162.207,177.37.40.15,44721,47775,UDP,641,6:26:33,Authenticated,179,DDoS,742401,8,28,4,0.09521860937305315,Brazil,2812,47,2419,61,Windows,Server,59111,Disconnected,0
84.207.160.95,126.231.207.132,33648,46684,TCP,479,16:55:55,Unauthenticated,89,DDoS,200123,9,14,0,0.915264146368686,Germany,3449,17,2052,81,MacOS,PC,76243,Connected,0
191.58.237.100,128.27.80.17,54529,30294,TCP,823,23:54:28,Authenticated,167,Insider Threat,743530,4,44,4,0.10061021345654708,Germany,2193,44,9066,62,MacOS,Router,5472,Disconnected,1
199.176.196.190,28.61.73.39,1192,62854,TCP,40,18:25:08,Authenticated,172,DDoS,189082,2,40,0,0.391594957706104,India,1004,15,8552,82,Linux,IoT,38099,Disconnected,1
215.84.154.212,29.119.59.215,24868,51666,TCP,731,18:16:21,Unauthenticated,112,Malware,140665,8,32,3,0.630952090798175,Germany,1364,80,1221,96,Windows,Router,57148,Connected,1
147.98.102.157,29.190.199.129,49110,24416,UDP,588,16:05:35,Authenticated,92,Phishing,965880,9,43,0,0.5593052364973863,USA,2172,81,5649,77,Other,IoT,19475,Connected,0
140.132.139.24,88.35.2.23,18243,43797,TCP,1447,19:32:01,Authenticated,171,Malware,559458,3,22,1,0.6679356544346235,China,3109,86,9090,97,Other,Router,66616,Connected,1
100.155.61.195,87.224.212.40,57539,61822,TCP,1050,16:48:04,Authenticated,161,Insider Threat,170829,7,49,1,0.9607773695589202,Brazil,2896,96,2457,17,Other,Server,22361,Disconnected,1
